,Term,Label,doc_present,rdf_present,Definition
6712,out-of-home care,,True,False,"The responsibility of care for and/or supervision of a child in a setting outside  the childs home by an individual placed in a caretaker role sanctioned by a DoD Component or  authorized by a DoD Component as a provider of careExamples include a child development  center, school, recreation program, family child care, and child care activities that may be  conducted as a part of a chaplains program or as part of another morale, welfare, or recreation  program\tDepartment of Defense \tINSTRUCTION'"
6713,domestic abuse,,True,False,Defined in Reference (h)
6714,home visitation,,True,False,"A strategy for delivering services to parents in their homes to improve child and family functioningChange 1, 04/15/2020 13 GLOSSARY   NPSPA standardized secondary prevention program under the FAP that delivers intensive,  voluntary, strengths based home visitation services designed specifically for expectant parents  and parents of children from birth to 3 years of age to reduce the risk of child abuse and neglect"
6715,victim assistance-related programs,,True,False,The SAPR Program; FAP; and the VWAPA complainant  under the DoD MEO Program may be referred by the MEO office to one of the victim  assistance-related programs for additional assistance\tINSTRUCTION'
6716,ethical standards,,True,False,The behavioral expectations for victim assistance personnel when performing  victim assistance-related duties
6717,guardian ad litem,,True,False,"A term used in law to refer to the appointment by a court of one party to act  in a court of law on behalf of another party for instance, a child or an incapacitated adult who is deemed incapable of representing him or herselfRestricted ReportingDefined in Reference (e) and Reference (d)"
6718,shared service,,True,False,"Enterprise service activity consolidated under DHA management and provided  to the Military Departments as a service in order to reduce unnecessary redundancies, improve  performance, decrease costs, and enable the MHS to operate more efficiently as an integrated  health system"
6719,stock keeping unit,,True,False,"For inventory management, a distinct item for sale or issue; sometimes  referred to a line item"
6721,timeliness,,True,False,"The ability to deliver effects when appropriate, at a desired time, or within a stated  timeframe"
6722,infectious diseases,,True,False,"Naturally occurring  well characterized or emergingLRNA diverse national and international laboratory network of local, State, and Federal public  health, hospital-based, food testing, veterinary and environmental testing laboratories that  provide rapid detection assays and laboratory diagnostics and the capacity to respond to  biological and chemical terrorism and other public health emergenciesThe LRN is a reciprocal  multi-agency collaboration and partnership involving key stakeholders in the preparation and  response to biological and chemical terrorismThe Centers for Disease Control and Prevention,  the Federal Bureau of Investigation, the DoD, and the Association of Public Health Laboratories  are its founding partnersThe mission of the LRN and its partners is to maintain an integrated  national and international network of laboratories that are fully equipped to respond quickly to  acts of chemical or biological terrorism, emerging infectious diseases, and other public health  threats and emergencies\tINSTRUCTION'"
